"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","1  BASE 979","2  BASE 961","3  BASE 962","4  BASE 967","5  BASE 9712","6  BASE 973","7  BASE 985","8  PROP ERR","9  ADD ERR","10 KOUT","11 LGK10","12 LGKZERO","13 LGEMAX","14 LGEC50","15 HVMX","16 ST979MX","17 HVKOUT","1 SD(BASE)","2 SD(KOUT)","3 SD(K10)","4 SD(KZERO)","5 SD(EMAX)","6 SD(EC50)","7 SD(EPS)","SIGMA(1,1)","se1  BASE 979","se2  BASE 961","se3  BASE 962","se4  BASE 967","se5  BASE 9712","se6  BASE 973","se7  BASE 985","se8  PROP ERR","se9  ADD ERR","se10 KOUT","se11 LGK10","se12 LGKZERO","se13 LGEMAX","se14 LGEC50","se15 HVMX","se16 ST979MX","se17 HVKOUT","se1 SD(BASE)","se2 SD(KOUT)","se3 SD(K10)","se4 SD(KZERO)","se5 SD(EMAX)","se6 SD(EC50)","se7 SD(EPS)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_eta6(%)","shrinkage_eta7(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21","EI22","EI23","EI24","EI25"
867,1,1,0,0,0,0,0,1,0,0,0,0,1.6,NA,FOCE_I,NA,3532.18,0,19562.7821786041,3.78493,5.45534,6.10222,5.33006,6.32162,2.94408,3.88125,0.118098,0,-3.9242,-4.51576,-5.4,0.341798,7.71118,0.650139,-0.571463,1.13874,0.0115229,0.82083,0,0,0.255717,0,0.0803387,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,3238,0,20656.2148024668,3.74054,5.47875,6.12154,5.38539,6.33425,2.96417,3.88248,0.121019,0,-3.78279,-4.50845,-5.4,0.224275,7.70293,0.738744,-0.466459,0.92317,0.0126185,0.433555,0,0,0.249825,0,0.0858975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,1,1,0,1,0,0,0,0,0,0,0,0,3.9,NA,FOCE_I,NA,2720.91,0,20036.107153261,3.78238,5.41695,6.13058,5.36208,6.3643,2.95307,3.85299,0.11497,0,-3.76011,-4.61955,-5.4,0.331157,8.02591,0.632872,-0.51711,0.955123,0.0145592,0.488243,0,0,0.342386,0,0.13271,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,3963.75,0,20202.5249425509,3.77213,5.50372,6.08603,5.36308,6.35051,2.94114,3.89177,0.118941,0,-3.67947,-4.5906,-5.4,0.28376,7.70628,0.799206,-0.694083,0.820344,0.0111753,0.622732,0,0,0.273387,0,0.104493,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,1,1,0,1,0,0,0,0,0,0,0,0,3.0,NA,FOCE_I,NA,2950.22,0,20437.2316993422,3.75094,5.46162,6.09696,5.3897,6.31836,2.97165,3.87908,0.118727,0,-3.54581,-4.5929,-5.4,0.398567,7.76273,0.395477,-0.749073,0.810853,0.0157546,0.32465,0,0,0.247202,0,0.112404,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,1,1,0,1,0,0,0,0,0,0,1,0,3.6,NA,FOCE_I,NA,3441.34,0,19567.7999036851,3.77121,5.44523,6.09785,5.36065,6.33993,2.95396,3.85764,0.116802,0,-3.72193,-4.53922,-5.4,0.400318,7.87456,0.65145,-0.666524,0.865277,0.0136825,0.52345,0,0,0.273388,0,0.10263,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,1995.51,0,21195.5344742115,3.78069,5.46718,6.08371,5.3696,6.32756,2.9469,3.87314,0.120012,0,-3.69508,-4.56538,-5.4,0.212598,7.72956,0.643241,-0.640414,0.832915,0.0114757,0.521537,0,0,0.214966,0,0.107016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,1,1,0,0,0,0,0,1,0,0,1,0,3.0,NA,FOCE_I,NA,4050.3,0,20224.0213108167,3.75055,5.41921,6.08742,5.34352,6.33373,2.95503,3.8509,0.115391,0,-4.11127,-4.40043,-5.4,0.293167,7.49717,0.520161,-0.657543,1.16182,0.0107463,0.623845,0,0,0.314288,0,0.103205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2661.9,0,19990.3440965506,3.74124,5.46407,6.14818,5.32653,6.30929,2.96375,3.88564,0.117843,0,-3.74784,-4.50871,-5.4,0.266026,7.62517,0.556801,-0.596037,0.952159,0.0133274,0.508329,0,0,0.27244,0,0.0935566,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,3715.13,0,20490.827025303,3.77928,5.43416,6.11388,5.37968,6.35749,2.9515,3.87732,0.118068,0,-3.71322,-4.52535,-5.4,0.252497,7.64418,0.606423,-0.579712,0.862956,0.0117654,0.456333,0,0,0.316641,0,0.108379,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,1,1,0,0,0,0,0,1,0,0,1,0,2.5,NA,FOCE_I,NA,3842.69,0,19528.4765868962,3.75624,5.44223,6.08071,5.31319,6.36511,2.96107,3.86058,0.118872,0,-3.73858,-4.38184,-5.4,0.16237,7.33653,0.471036,-0.452628,0.642995,0.0130655,0.93092,0,0,0.295564,0,0.12263,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,3538.99,0,20540.4303319133,3.76417,5.47907,6.06426,5.34187,6.34322,2.94797,3.87954,0.119843,0,-3.90763,-4.6111,-5.4,0.269414,7.97004,0.742015,-0.55874,1.1014,0.0137662,0.537139,0,0,0.226999,0,0.107236,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,3446.18,0,19822.5673972043,3.7796,5.46413,6.14478,5.34081,6.30477,2.95675,3.9169,0.116635,0,-3.673,-4.59195,-5.4,0.318112,7.82498,0.744309,-0.675824,0.832898,0.0135038,0.455926,0,0,0.276773,0,0.105102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,1,1,0,1,0,0,0,0,0,0,2,0,3.7,NA,FOCE_I,NA,4348.85,0,21128.0479913966,3.80716,5.47721,6.10501,5.29698,6.3408,2.94469,3.891,0.115618,0,-3.39997,-4.66058,-5.4,0.239442,7.74909,0.52225,-0.69262,0.61608,0.0141371,0.294997,0,0,0.263756,0,0.108607,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2120.43,0,21153.0048096065,3.77346,5.50461,6.11161,5.34363,6.33152,2.94899,3.87435,0.121706,0,-3.79563,-4.503,-5.4,0.247796,7.6014,0.73223,-0.579093,0.867347,0.0130483,0.460392,0,0,0.2139,0,0.100842,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,1,1,0,0,0,0,0,1,0,0,2,0,NA,NA,FOCE_I,NA,5798.24,0,21126.1161395485,3.75506,5.48277,6.13009,5.40631,6.33811,2.95517,3.87909,0.121313,0,-3.64548,-4.51123,-5.4,0.404585,7.71209,0.561401,-0.655428,0.717818,0.0151489,0.502037,0,0,0.26767,0,0.0933868,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2379.56,0,20764.3225560436,3.75883,5.45918,6.10353,5.32428,6.333,2.95885,3.87552,0.122708,0,-3.90911,-4.49875,-5.4,0.27042,7.72481,0.605755,-0.4991,0.955467,0.0146411,0.686415,0,0,0.258988,0,0.0901073,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2679.05,0,20607.5232657026,3.76544,5.46738,6.09067,5.31399,6.35303,2.96105,3.8661,0.11899,0,-3.67108,-4.52991,-5.4,0.329348,7.71167,0.446175,-0.621959,0.884789,0.0132199,0.682714,0,0,0.293037,0,0.0933326,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,3919.27,0,20122.8405903944,3.76776,5.45762,6.07747,5.34474,6.33953,2.95102,3.86605,0.118034,0,-3.51786,-4.4384,-5.4,0.322422,7.60273,0.610631,-0.681228,0.682713,0.0127489,0.39815,0,0,0.375224,0,0.0972831,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2735.52,0,20161.4684124417,3.78958,5.45202,6.10906,5.32311,6.30644,2.95164,3.90773,0.113072,0,-3.58578,-4.66864,-5.4,0.356245,7.97691,0.704387,-0.639377,0.751833,0.012698,0.296052,0,0,0.216247,0,0.106411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,1,1,0,1,0,0,0,0,0,0,2,0,3.1,NA,FOCE_I,NA,4101.2,0,20854.3341030607,3.77317,5.43801,6.08157,5.35269,6.33647,2.93494,3.82846,0.116615,0,-3.9912,-4.4023,-5.4,0.291964,7.54692,0.466324,-0.545474,1.0205,0.0134497,0.629016,0,0,0.32029,0,0.106844,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2756.61,0,20731.429517251,3.75421,5.48101,6.06906,5.35003,6.32065,2.95228,3.89804,0.116599,0,-3.79833,-4.63325,-5.4,0.3093,7.93928,0.684815,-0.590165,0.751332,0.0136113,0.726021,0,0,0.222139,0,0.0936841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,1,1,0,1,0,0,0,0,0,0,0,0,3.9,NA,FOCE_I,NA,2782.85,0,20723.1878525087,3.77097,5.46282,6.13861,5.34566,6.34803,2.96185,3.87293,0.115012,0,-3.53176,-4.59818,-5.4,0.401561,7.85235,0.56589,-0.89016,0.663303,0.0116672,0.312724,0,0,0.350505,0,0.104226,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,1,1,0,0,0,0,0,1,0,0,1,0,2.7,NA,FOCE_I,NA,3683.5,0,20626.5110594033,3.75872,5.45036,6.10579,5.34134,6.32489,2.96221,3.8569,0.12076,0,-3.9714,-4.3942,-5.4,0.340436,7.62875,0.663722,-0.670769,1.00154,0.0130355,0.573004,0,0,0.328282,0,0.115312,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,1,1,0,0,0,0,0,1,0,0,1,0,2.7,NA,FOCE_I,NA,3817.61,0,20701.7338190422,3.77805,5.45977,6.09277,5.32482,6.34283,2.95658,3.87035,0.118753,0,-3.6622,-4.4867,-5.4,0.187038,7.62759,0.656942,-0.466738,0.692469,0.0126143,0.479736,0,0,0.281053,0,0.107676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2557.3,0,20732.7585478125,3.78594,5.46858,6.08238,5.309,6.32596,2.94851,3.83272,0.117327,0,-4.00681,-4.39029,-5.4,0.316975,7.53793,0.673927,-0.638739,0.997857,0.0130852,0.543133,0,0,0.263572,0,0.110296,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,3230.98,0,20584.5114831708,3.76312,5.46801,6.06935,5.35311,6.35124,2.93781,3.86793,0.118837,0,-3.6324,-4.65366,-5.4,0.476865,8.0956,0.703739,-0.68854,0.840489,0.0138188,0.455368,0,0,0.319633,0,0.119861,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,5067.47,0,19750.6752691218,3.74761,5.46574,6.13921,5.30085,6.30911,2.96068,3.8882,0.115973,0,-3.76573,-4.67929,-5.4,0.449071,8.1041,0.772677,-0.710123,0.950078,0.0119654,0.464543,0,0,0.281921,0,0.118094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,1,1,0,1,0,0,0,0,0,0,0,0,3.0,NA,FOCE_I,NA,2582.58,0,20539.1373469634,3.7775,5.47089,6.08853,5.3444,6.34114,2.95363,3.84313,0.11628,0,-3.86744,-4.47258,-5.4,0.325366,7.75958,0.454464,-0.625877,0.881598,0.0128959,0.70318,0,0,0.279101,0,0.0919717,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,3589.29,0,20048.4396741576,3.74824,5.45977,6.0411,5.28976,6.32395,2.94193,3.87832,0.116679,0,-3.84246,-4.51795,-5.4,0.219557,7.60299,0.676998,-0.551632,1.12597,0.0147148,0.616108,0,0,0.353387,0,0.118993,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,2382.42,0,20811.5599555095,3.77346,5.49506,6.09785,5.31057,6.3113,2.95526,3.88877,0.12168,0,-3.80892,-4.56204,-5.4,0.292088,7.83222,0.893904,-0.466466,0.727503,0.014264,0.580434,0,0,0.123017,0,0.112775,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,1,1,0,1,0,0,0,0,0,0,1,0,3.8,NA,FOCE_I,NA,2915.41,0,20181.5390724033,3.77866,5.47463,6.16743,5.34064,6.3229,2.96463,3.86886,0.115699,0,-3.62426,-4.67556,-5.4,0.359905,8.06152,0.764994,-0.663027,0.902249,0.0119083,0.253856,0,0,0.270595,0,0.0929964,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,2361.13,0,20990.3181929573,3.76106,5.46351,6.17792,5.34596,6.32489,2.97421,3.88775,0.12075,0,-3.43299,-4.65115,-5.4,0.301957,7.93394,0.657459,-0.583709,0.75709,0.0124072,0.169999,0,0,0.284207,0,0.0828677,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,2377.33,0,20252.8686436064,3.77072,5.4472,6.05512,5.33717,6.33351,2.96057,3.87805,0.118536,0,-3.92263,-4.53091,-5.4,0.319268,7.78875,0.5717,-0.669683,1.07914,0.0131221,0.544345,0,0,0.289004,0,0.105456,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2514.49,0,20568.1490858645,3.76341,5.4618,6.15547,5.33778,6.33613,2.9581,3.8578,0.116264,0,-3.32277,-4.5427,-5.4,0.224833,7.6784,0.706431,-0.564946,0.464663,0.0144278,0.331298,0,0,0.260576,0,0.123144,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2653.8,0,20575.1334506114,3.74304,5.44271,6.12643,5.36461,6.33828,2.95046,3.88524,0.120333,0,-3.46286,-4.57197,-5.4,0.299577,7.82649,0.612704,-0.502318,0.652814,0.0125442,0.300828,0,0,0.368563,0,0.108958,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,2194.01,0,19669.8689649087,3.77805,5.45521,6.08807,5.2931,6.32843,2.96146,3.88633,0.11353,0,-3.82427,-4.64117,-5.4,0.363158,8.00282,0.87113,-0.617092,0.956447,0.0127958,0.349604,0,0,0.269268,0,0.119481,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,2413.18,0,19898.1961897011,3.76242,5.40388,6.10852,5.3203,6.33186,2.93794,3.85409,0.120474,0,-3.89071,-4.37243,-5.4,0.22031,7.46543,0.530123,-0.577335,1.11646,0.010917,0.676262,0,0,0.29265,0,0.0957573,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
