"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","1  BASE 979","2  BASE 961","3  BASE 962","4  BASE 967","5  BASE 9712","6  BASE 973","7  BASE 985","8  PROP ERR","9  ADD ERR","10 KOUT","11 LGK10","12 LGKZERO","13 LGEMAX","14 LGEC50","15 HVMX","16 ST979MX","17 HVKOUT","1 SD(BASE)","2 SD(KOUT)","3 SD(K10)","4 SD(KZERO)","5 SD(EMAX)","6 SD(EC50)","7 SD(EPS)","SIGMA(1,1)","se1  BASE 979","se2  BASE 961","se3  BASE 962","se4  BASE 967","se5  BASE 9712","se6  BASE 973","se7  BASE 985","se8  PROP ERR","se9  ADD ERR","se10 KOUT","se11 LGK10","se12 LGKZERO","se13 LGEMAX","se14 LGEC50","se15 HVMX","se16 ST979MX","se17 HVKOUT","se1 SD(BASE)","se2 SD(KOUT)","se3 SD(K10)","se4 SD(KZERO)","se5 SD(EMAX)","se6 SD(EC50)","se7 SD(EPS)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_eta6(%)","shrinkage_eta7(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21","EI22","EI23","EI24","EI25"
905,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,2780.97,0,20612.2549703145,3.75295,5.43219,6.08841,5.32658,6.3671,2.96693,3.86999,0.119436,0,-3.92884,-4.58093,-5.4,0.309736,7.84387,0.644136,-0.537955,1.10779,0.0132715,0.535262,0,0,0.204152,0,0.109873,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,1,1,0,1,0,0,0,0,0,0,2,0,3.3,NA,FOCE_I,NA,3994.33,0,19793.7735380431,3.78272,5.45057,6.10418,5.30207,6.34171,2.96382,3.87575,0.115367,0,-3.71739,-4.57918,-5.4,0.309531,7.71204,0.517633,-0.633154,0.864499,0.0130632,0.520931,0,0,0.261201,0,0.110556,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2515.4,0,20677.8251500339,3.77102,5.4428,6.07151,5.37044,6.33097,2.95761,3.8513,0.117066,0,-3.95279,-4.39612,-5.4,0.251659,7.45749,0.48573,-0.621174,0.99199,0.0138515,0.522311,0,0,0.267648,0,0.111994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,1,1,0,0,0,0,0,1,0,0,1,0,2.9,NA,FOCE_I,NA,4548.21,0,19849.4520512395,3.76503,5.42857,6.14609,5.34509,6.30424,2.96811,3.88441,0.116431,0,-3.75819,-4.59859,-5.4,0.267014,7.70642,0.594052,-0.607535,0.952245,0.0122317,0.381183,0,0,0.284599,0,0.105698,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2353.6,0,20197.2675128261,3.75752,5.43192,6.10468,5.34643,6.29708,2.95732,3.86461,0.118592,0,-4.01142,-4.47433,-5.4,0.291359,7.57389,0.519209,-0.558604,0.954014,0.0139959,0.620769,0,0,0.237773,0,0.109813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2679.14,0,20884.6095719617,3.76249,5.44858,6.09074,5.32274,6.34474,2.96882,3.85132,0.119472,0,-3.86789,-4.55334,-5.4,0.423825,7.87107,0.654653,-0.672188,0.982889,0.013797,0.348974,0,0,0.270762,0,0.104393,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2991.37,0,20914.5154386233,3.75167,5.47122,6.12619,5.3105,6.33245,2.95268,3.91959,0.118233,0,-3.40193,-4.70648,-5.4,0.272634,7.99789,0.829836,-0.574422,0.622567,0.0128716,0.417337,0,0,0.208751,0,0.144203,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,3994.87,0,20884.4274265455,3.77656,5.46963,6.07052,5.34945,6.29691,2.95356,3.87218,0.11657,0,-3.85062,-4.519,-5.4,0.24148,7.69232,0.666858,-0.786282,1.07189,0.0127505,0.879163,0,0,0.284513,0,0.110289,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,3671.29,0,21452.7455057634,3.77847,5.46589,6.13986,5.31344,6.32164,2.97002,3.89148,0.116879,0,-3.69369,-4.58506,-5.4,0.290551,7.81233,0.690784,-0.600059,0.782902,0.0116678,0.503791,0,0,0.253892,0,0.113171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,2568.39,0,20142.8333291206,3.74953,5.46629,6.05237,5.3531,6.33413,2.97021,3.85991,0.117131,0,-3.7295,-4.44183,-5.4,0.394591,7.73023,0.64808,-0.525097,0.809511,0.0147099,0.590769,0,0,0.184159,0,0.0687985,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,1,1,0,1,0,0,0,0,0,0,1,0,3.6,NA,FOCE_I,NA,2595.47,0,20820.1259779088,3.75748,5.45108,6.10911,5.29888,6.32485,2.97891,3.88862,0.119467,0,-3.86543,-4.58265,-5.4,0.233415,7.88892,0.686584,-0.580153,0.978332,0.0139189,0.463454,0,0,0.241873,0,0.106874,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2437.93,0,19624.1647631839,3.79681,5.47244,6.09108,5.33847,6.31625,2.96519,3.87615,0.113693,0,-4.05012,-4.51822,-5.4,0.229334,7.71949,0.877127,-0.547516,1.18974,0.0105433,0.533691,0,0,0.174766,0,0.0988437,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,3565.86,0,21121.5193007928,3.75426,5.44802,6.11998,5.30818,6.32094,2.96106,3.88251,0.12047,0,-3.49523,-4.62258,-5.4,0.30521,7.90289,0.468885,-0.586348,0.667123,0.0147332,0.382644,0,0,0.280876,0,0.106449,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,2735.97,0,19571.9319467635,3.76462,5.43183,6.08234,5.32425,6.30652,2.95511,3.86458,0.116633,0,-3.4761,-4.48542,-5.4,0.142605,7.42808,0.67572,-0.579998,0.618053,0.0127704,0.383451,0,0,0.200532,0,0.122561,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,2723.35,0,20710.9011166964,3.77329,5.47865,6.11065,5.32693,6.3405,2.93111,3.86581,0.123212,0,-3.40903,-4.59216,-5.4,0.352298,8.00072,0.760079,-0.404194,0.515158,0.0144873,0.396713,0,0,0.318211,0,0.0820863,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,3545.26,0,20758.8667288745,3.77744,5.47123,6.1102,5.31014,6.2959,2.97359,3.86318,0.118077,0,-3.80246,-4.46167,-5.4,0.325478,7.71595,0.5711,-0.642909,1.05219,0.0120096,0.458676,0,0,0.26967,0,0.132238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,1,1,0,0,0,0,0,1,0,0,0,0,3.0,NA,FOCE_I,NA,3054.38,0,20667.4543857147,3.76417,5.45041,6.10601,5.36366,6.33355,2.952,3.85251,0.116436,0,-3.90124,-4.43891,-5.4,0.276537,7.44057,0.495917,-0.594808,0.992246,0.0129162,0.770045,0,0,0.281255,0,0.0962552,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,2392.01,0,19826.8764149229,3.79946,5.46791,6.11709,5.38579,6.33326,2.96986,3.89375,0.114134,0,-3.75415,-4.5792,-5.4,0.467782,7.86764,0.677668,-0.654997,0.844286,0.0128779,0.674952,0,0,0.211938,0,0.102796,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2980.38,0,20454.6404021352,3.76462,5.46878,6.1068,5.323,6.35106,2.93997,3.90811,0.120438,0,-3.7566,-4.55755,-5.4,0.259582,7.7325,0.700254,-0.553954,0.817625,0.0134662,0.964293,0,0,0.278108,0,0.0973671,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,2977.55,0,20631.7632976177,3.75492,5.4383,6.08396,5.33781,6.31346,2.95893,3.89791,0.117414,0,-3.77173,-4.57848,-5.4,0.406371,7.90957,0.580254,-0.745868,0.908164,0.0119801,0.510606,0,0,0.258696,0,0.0984941,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,3041.28,0,19931.9099478738,3.78327,5.43879,6.10489,5.33366,6.32381,2.94619,3.88136,0.117998,0,-3.81489,-4.55956,-5.4,0.142431,7.77109,0.766942,-0.474765,1.00221,0.0135228,0.677665,0,0,0.263324,0,0.113203,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,1,1,0,0,0,0,0,1,0,0,1,0,2.7,NA,FOCE_I,NA,4117.53,0,21712.7714620477,3.79001,5.49421,6.06999,5.35426,6.29507,2.95403,3.91228,0.120643,0,-3.73571,-4.58961,-5.4,0.259389,7.67663,0.672359,-0.662088,0.791184,0.0136846,0.894393,0,0,0.23875,0,0.102706,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,3730.33,0,21043.2845738734,3.77288,5.48587,6.07937,5.37194,6.35827,2.94304,3.87273,0.120205,0,-3.80588,-4.6369,-5.4,0.445131,8.11597,0.474167,-0.756842,0.997158,0.0126871,0.383784,0,0,0.413651,0,0.111938,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,1,1,0,0,0,0,0,1,0,0,0,0,1.1,NA,FOCE_I,NA,3176.3,0,20902.2388528545,3.76878,5.45459,6.11894,5.31718,6.31624,2.94609,3.85583,0.117104,0,-3.84702,-4.55831,-5.4,0.295492,7.75976,0.629679,-0.680273,1.0385,0.0119632,0.558346,0,0,0.309074,0,0.0971829,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,3029.91,0,21375.3120239497,3.77518,5.47985,6.08538,5.33267,6.35457,2.94438,3.87657,0.116546,0,-3.74741,-4.53972,-5.4,0.346966,7.71783,0.636215,-0.708254,0.841558,0.0121317,0.679018,0,0,0.24837,0,0.113012,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,3200.95,0,20555.3072307899,3.78157,5.4298,6.08553,5.32683,6.32283,2.96783,3.87577,0.116409,0,-3.82648,-4.44251,-5.4,0.181544,7.5631,0.70913,-0.490695,0.975438,0.0120383,0.687195,0,0,0.303184,0,0.0890119,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2678.77,0,20318.2586722104,3.78073,5.48487,6.16474,5.31669,6.33719,2.9504,3.88251,0.117215,0,-3.81729,-4.62335,-5.4,0.475317,8.07925,0.601403,-0.700052,1.07071,0.0132344,0.338222,0,0,0.325312,0,0.108713,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,1,1,0,1,0,0,0,0,0,0,0,0,4.0,NA,FOCE_I,NA,2736.79,0,21345.2282760281,3.75623,5.49376,6.15332,5.3467,6.32753,2.95119,3.87985,0.122491,0,-3.61,-4.64361,-5.4,0.299556,7.94497,0.615302,-0.437654,0.694483,0.013741,0.633635,0,0,0.251907,0,0.0856891,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,3244.45,0,20461.1813721949,3.77428,5.48139,6.07271,5.31595,6.36061,2.95869,3.88974,0.116768,0,-3.60113,-4.65596,-5.4,0.323772,8.05639,0.874819,-0.602055,0.818551,0.013976,0.325347,0,0,0.303453,0,0.11163,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,2445.7,0,20885.1342836463,3.7728,5.46787,6.15015,5.27463,6.33935,2.94556,3.84589,0.11635,0,-3.93035,-4.52669,-5.4,0.275855,7.83491,0.59245,-0.568546,1.10825,0.0140197,0.517505,0,0,0.251093,0,0.0991244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2643.6,0,21023.1392423136,3.77279,5.46559,6.06149,5.30803,6.31006,2.9509,3.87274,0.118929,0,-4.04628,-4.45584,-5.4,0.362183,7.7905,0.61224,-0.564678,1.19963,0.0135355,0.590628,0,0,0.33982,0,0.0883653,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,4516,0,21260.6003107104,3.77493,5.50559,6.07914,5.30774,6.3183,2.96879,3.87327,0.117854,0,-3.82553,-4.55671,-5.4,0.222662,7.74624,0.680093,-0.570435,0.894199,0.0144207,0.728323,0,0,0.26411,0,0.099707,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2872.77,0,19589.5232325804,3.76407,5.45702,6.10544,5.33245,6.30748,2.96399,3.87246,0.116799,0,-3.75055,-4.45164,-5.4,0.263757,7.56808,0.735718,-0.542978,0.878782,0.0136878,0.48071,0,0,0.214903,0,0.0823771,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,1,1,0,0,0,0,0,1,0,0,1,0,1.5,NA,FOCE_I,NA,4377.59,0,20266.7972578254,3.77161,5.46126,6.10234,5.37418,6.32867,2.95363,3.90509,0.119317,0,-3.74175,-4.57258,-5.4,0.250787,7.75058,0.656557,-0.614226,0.908502,0.014641,0.597611,0,0,0.246177,0,0.10623,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,1,1,0,0,0,0,0,1,0,0,1,0,2.2,NA,FOCE_I,NA,3300.1,0,21297.7383587949,3.76872,5.46988,6.08431,5.33959,6.375,2.94544,3.85654,0.119349,0,-3.87739,-4.44593,-5.4,0.274284,7.64094,0.646082,-0.55541,0.934635,0.0161746,0.576872,0,0,0.275858,0,0.0880338,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,1,1,0,0,0,0,0,1,0,0,1,0,2.8,NA,FOCE_I,NA,5195.05,0,20372.352800982,3.79503,5.44583,6.14366,5.33972,6.34024,2.98448,3.88559,0.117725,0,-3.40705,-4.64616,-5.4,0.340063,7.99131,0.647623,-0.588625,0.650711,0.0124873,0.282255,0,0,0.259717,0,0.145727,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,1,1,0,0,0,0,0,1,0,0,1,0,2.6,NA,FOCE_I,NA,4475.57,0,20873.5475303629,3.78459,5.48366,6.10713,5.31569,6.3342,2.94499,3.85674,0.117116,0,-3.884,-4.56602,-5.4,0.504126,7.97653,0.373444,-0.661537,0.991864,0.0119508,0.597232,0,0,0.353686,0,0.115862,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,1,1,0,1,0,0,0,0,0,0,2,0,3.4,NA,FOCE_I,NA,5616.49,0,21130.6045414596,3.75639,5.48962,6.08928,5.34168,6.35409,2.95262,3.88512,0.120245,0,-3.40408,-4.58157,-5.4,0.260071,7.79077,0.714025,-0.547736,0.523893,0.0123689,0.45616,0,0,0.289112,0,0.105055,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
